Index,Year,Opening Weekend Gross,US & Canada Gross,Worldwide Gross,Budget,awards,oscar wins,oscar nominated,Genre,Genre,Genre,Director 1,Director 2,Director 3
310,2007,77108414,292382727,939288806,150000000,17,0,0,Action,Adventure,Family,David Yates,,
311,2006,97953,5463019,14821658,26000000,20,0,1,Drama,Romance,,Todd Field,,
312,1988,8030897,74664632,74836631,15000000,7,1,1,Comedy,Fantasy,,Tim Burton,,
313,2022,161579,17348945,45636015,40000000,29,0,1,Drama,,,Steven Spielberg,,
314,2017,8805843,174340174,438550306,84000000,17,0,1,Biography,Drama,Musical,Michael Gracey,,
315,2018,422410,34366783,95918706,15000000,180,1,1,Biography,Comedy,Drama,Yorgos Lanthimos,,
316,2013,41855326,137446368,320406242,20000000,15,0,0,Horror,Mystery,Thriller,James Wan,,
317,2018,10845330,49275340,93413709,15000000,46,1,1,Biography,Comedy,Crime,Spike Lee,,
318,1989,40489746,251409241,411569241,35000000,10,1,1,Action,Adventure,,Tim Burton,,
319,1997,12170536,60944660,152944660,57000000,2,0,0,Drama,Fantasy,Mystery,Taylor Hackford,,
320,1994,36389705,105264608,223664608,60000000,24,0,1,Drama,Fantasy,Horror,Neil Jordan,,
321,2010,23808032,92186262,154026136,37000000,9,0,1,Crime,Drama,Thriller,Ben Affleck,,
322,1997,20584908,100920329,171120329,90000000,14,0,1,Drama,Mystery,Sci-Fi,Robert Zemeckis,,
323,1994,11774332,50693129,50694671,23000000,5,0,0,Action,Crime,Drama,Alex Proyas,,
324,1996,14823159,108766007,152266007,40000000,7,0,0,Crime,Drama,Thriller,Joel Schumacher,,
325,2004,858021,102610330,213719942,110000000,89,5,1,Biography,Drama,,Martin Scorsese,,
326,1996,12305745,53315285,165615285,44000000,0,0,1,Crime,Drama,Thriller,Barry Levinson,,
327,2008,145352,17017811,49259766,15000000,125,6,1,Drama,Thriller,War,Kathryn Bigelow,,
328,2001,12443461,52990775,83282296,53000000,3,0,0,Biography,Crime,Drama,Ted Demme,,
329,2005,180660,4243756,15785148,15000000,5,0,0,Comedy,Crime,Mystery,Shane Black,,
330,1973,5493,148882,528468,810000,3,0,0,Horror,Mystery,Thriller,Robin Hardy,,
331,1962,,,4631,2000000,2,0,1,Crime,Drama,Romance,Stanley Kubrick,,
332,2003,12900000,42070939,48260279,30000000,0,0,0,Comedy,Drama,Family,Tim McCanlies,,
333,2023,,,,,0,0,0,Documentary,Biography,,Rob Reiner,,
334,1993,3816393,27912072,27912072,3500000,2,0,0,Crime,Drama,Thriller,Albert Hughes, Allen Hughes,
335,1998,8855063,40584421,49805462,60000000,18,0,1,Comedy,Drama,Fantasy,Gary Ross,,
336,2006,389351,34302837,135330182,25000000,45,1,1,Drama,,,Alejandro G. Iñárritu,,
337,2015,187281,38322743,62402155,11000000,38,0,1,Drama,Romance,,John Crowley,,
338,2007,147812,3909149,15001776,30000000,26,0,1,Biography,Crime,Drama,Andrew Dominik,,
339,2010,264851,18335230,60738797,18000000,23,0,1,Biography,Drama,,Danny Boyle,,
340,2021,5406033,15129285,39429285,50000000,49,1,1,Biography,Drama,Sport,Reinaldo Marcus Green,,
341,2013,105005,21488481,76586316,19000000,9,0,1,Drama,War,,Brian Percival,,
342,1978,,35000000,35000000,2300000,17,2,1,Biography,Crime,Drama,Alan Parker,,
343,2019,4705265,22345542,44645542,45000000,6,0,1,Biography,Crime,Drama,Clint Eastwood,,
344,1966,,,37964,1800000,8,0,1,Drama,Mystery,Thriller,Michelangelo Antonioni,,
345,2018,11756244,40826341,66719009,17000000,9,0,0,Comedy,Drama,,Greg Berlanti,,
346,2018,512035,29719483,34934009,23000000,22,0,0,Crime,Drama,,George Tillman Jr.,,
347,2013,27487144,95059709,97510197,40000000,3,0,0,Biography,Drama,Sport,Brian Helgeland,,
348,1994,219433,11220670,11263235,,11,1,1,Comedy,Music,,Stephan Elliott,,
349,1993,8075582,31130999,135130999,30000000,0,0,0,Crime,Drama,Thriller,Clint Eastwood,,
350,1973,,,,2300000,6,0,1,Comedy,Drama,,Hal Ashby,,
351,2003,45572,13040288,16763804,16500000,13,0,1,Crime,Drama,,Vadim Perelman,,
352,2019,152636,4567338,37359689,,70,0,1,Drama,,,Pedro Almodóvar,,
353,1954,,4335968,4348890,5019770,7,0,1,Drama,Musical,Romance,George Cukor,,
354,2001,294056,15667270,23903791,27000000,2,0,0,Drama,,,Irwin Winkler,,
355,1941,,,,1050000,0,0,0,Comedy,Romance,,William Keighley,,
356,2004,397472,11050094,92863945,,26,0,1,Action,Adventure,Drama,Yimou Zhang,,
357,2020,,,,,2,0,0,Biography,Drama,Music,Justin Baldoni,,
358,1933,,,,187000,0,0,0,Drama,Romance,,Alfred E. Green,,
359,2006,,,29667169,20000000,4,0,0,Crime,Drama,Fantasy,Shûsuke Kaneko,,
360,1994,3845278,11555430,11555430,10000000,3,0,0,Action,Comedy,,Chia-Liang Liu, Jackie Chan,
361,2012,,,2152610,,3,0,0,Animation,Action,Adventure,Toshiyuki Kubooka,,
362,2021,,,,,0,0,0,Animation,Action,Crime,Chris Palmer,,
363,1994,,8094616,8094616,3500000,5,0,0,Crime,Drama,Thriller,Boaz Yakin,,
364,1940,,,,455000,3,0,0,Action,Adventure,Drama,Raoul Walsh,,
365,1947,,,9693,1600000,0,0,0,Film-Noir,Thriller,,Delmer Daves,,
366,1940,,,16455,,0,0,1,Crime,Drama,Film-Noir,William Wyler,,
367,1989,80253,6706368,7706368,160000,14,0,0,Documentary,,,Michael Moore,,
368,1959,,,,3500000,11,0,1,Drama,,,Fred Zinnemann,,
369,2005,137492,77437223,127392693,8000000,22,1,1,Documentary,Family,,Luc Jacquet,,
370,2014,,,52696176,,0,0,0,Action,Adventure,Drama,Keishi Otomo,,
371,2014,,,41900000,,0,0,0,Action,Adventure,Drama,Keishi Otomo,,
372,1936,,,,500000,0,0,0,Drama,Thriller,,Archie Mayo,,
373,1936,,,5379,886000,3,1,1,Comedy,Musical,Romance,George Stevens,,
374,1952,,,,3500000,0,0,0,Action,Adventure,Comedy,George Sidney,,
375,1958,,,,,0,0,0,Comedy,War,,Mervyn LeRoy,,
376,1942,,,5093000,,3,0,1,Drama,,,Sam Wood,,
377,1950,,,,,0,0,0,Crime,Drama,Film-Noir,Michael Curtiz,,
378,1941,,,6192,1013217,0,0,1,Adventure,Drama,,Michael Curtiz,,
379,2018,57353,4450456,7796112,,2,0,0,Documentary,Music,,Alan Elliott, Sydney Pollack,
380,1933,,,,703000,0,0,0,Comedy,Musical,Romance,Lloyd Bacon,,
381,1932,,,,,0,1,1,Comedy,Drama,Romance,Tay Garnett,,
382,1958,,,,,0,0,0,Adventure,Fantasy,Sci-Fi,Karel Zeman,,
383,2010,,,537952,,3,0,0,Comedy,Crime,Drama,Subhash Kapoor,,
384,1995,,740048,740048,,6,0,0,Drama,History,,Claude Lelouch,,
385,1933,,,,,0,0,0,Adventure,Drama,,William A. Wellman,,
386,1999,,,,,2,0,0,Drama,,,Reha Erdem,,
387,1976,,,,,5,0,0,Crime,Drama,,Elio Petri,,
388,1938,,,,,0,0,0,Drama,War,,Edmund Goulding,,
389,1973,,1512196,,,0,0,0,Documentary,Music,,Robert Abel, Sidney Levin,
390,1965,,,,,3,0,0,Comedy,Drama,Family,Pierre Étaix,,
391,1985,,,,27000,0,0,0,Drama,History,Romance,Arthur J. Bressan Jr.,,
392,2009,33115,80741,84918,,2,0,0,Documentary,Drama,History,Don Hahn,,
393,1988,31842,518918,518918,,0,0,0,Documentary,Biography,Music,Charlotte Zwerin,,
394,1995,,,,,7,0,0,Crime,Drama,,Romuald Karmakar,,
395,1928,,,,293000,0,0,0,Drama,,,Herbert Brenon,,
396,1973,,,,,4,0,0,Drama,History,,Claude Jutra,,
397,1972,,101597,,,0,0,1,Documentary,Biography,,Arnold Perl,,
398,2008,,,2771968,5280000,12,0,0,Comedy,,,Giulio Manfredonia,,
399,2007,,,,100000,0,0,0,Documentary,,,Cecile Leroy Beaulieu,,
400,1948,,,,,0,0,0,Drama,,,Leslie Arliss,,
401,2007,,,,,4,0,0,Documentary,Biography,,Jeffrey Schwarz,,
402,1965,,,,,0,0,0,Music,Drama,,Wilhelm Semmelroth,,
403,1983,,,,,0,0,0,Comedy,,,Philip Austin,,
404,1935,,,,,0,0,0,Adventure,Documentary,,Frank Buck,,
405,1928,,,,,0,0,0,Drama,,,Archie Mayo,,
406,1957,,,,,0,0,0,Western,,,Richard L. Bare,,
407,2002,,,,,0,0,0,,,,Lula Buarque de Hollanda,,
408,1993,,,,,0,0,0,Action,Crime,,Kwok-Lap Lee,,
409,2017,56262929,146880162,490719763,150000000,28,0,1,Action,Adventure,Drama,Matt Reeves,,
410,2014,14415922,43037835,86081850,20000000,5,0,0,Action,Crime,Thriller,Chad Stahelski, David Leitch,
411,2002,88357488,262641637,926201000,100000000,14,0,0,Adventure,Family,Fantasy,Chris Columbus,,
412,2011,19104303,84379584,145079584,50000000,4,0,0,Comedy,Drama,Romance,Glenn Ficarra, John Requa,
413,2016,11203270,36261763,71261763,50000000,9,0,0,Action,Comedy,Crime,Shane Black,,
414,2023,14456279,52460106,90060106,90000000,5,0,0,Drama,Sport,,Ben Affleck,,
415,2016,18723269,56245075,208445075,20000000,6,0,0,Drama,Romance,,Thea Sharrock,,
416,2017,117027503,334201140,880166924,175000000,7,0,0,Action,Adventure,Sci-Fi,Jon Watts,,
417,2018,41764050,137715350,607874134,175000000,10,0,1,Action,Adventure,Sci-Fi,Steven Spielberg,,
418,2017,103251471,412845172,823970682,149000000,38,0,0,Action,Adventure,Fantasy,Patty Jenkins,,
419,2019,92579212,390532085,1131927996,160000000,11,0,0,Action,Adventure,Comedy,Jon Watts,,
420,1978,7465343,134478449,300478449,55000000,17,0,1,Action,Adventure,Sci-Fi,Richard Donner,,
421,2000,413436,18715392,20789556,10000000,11,0,0,Comedy,,,Christopher Guest,,
422,2014,54724334,255138261,962201338,250000000,8,0,1,Adventure,Fantasy,,Peter Jackson,,
423,1984,1271000,25624448,25685134,1800000,6,0,0,Horror,,,Wes Craven,,
424,1981,,2400000,2895379,350000,5,0,0,Horror,,,Sam Raimi,,
425,1974,,30859000,30860378,140000,3,0,0,Horror,,,Tobe Hooper,,
426,2009,21039502,73357727,127944208,50000000,3,0,0,Action,Crime,Drama,F. Gary Gray,,
427,2012,9612247,27108272,130516424,102000000,15,0,0,Drama,Mystery,Sci-Fi,Tom Tykwer, Lana Wachowski, Lilly Wachowski
428,2004,19053199,77872883,219100084,60000000,7,0,0,Comedy,Drama,Romance,Steven Spielberg,,
429,2005,388166,53401527,118133252,40000000,9,0,1,Animation,Drama,Family,Tim Burton, Mike Johnson,
430,2005,364000,31504633,61385065,32000000,37,0,1,Action,Crime,Drama,David Cronenberg,,
431,2015,11020798,44482410,45710059,17000000,4,0,0,Biography,Drama,Sport,Niki Caro,,
432,2016,35028301,125070033,243870033,60000000,14,0,1,Biography,Drama,,Clint Eastwood,,
433,1981,564593,24058838,24058838,9000000,0,0,0,Crime,Drama,Romance,Lawrence Kasdan,,
434,1999,7515585,34607430,47434430,82000000,5,0,0,Biography,Comedy,Drama,Milos Forman,,
435,2007,335837,93466502,175372502,45000000,3,0,0,Adventure,Comedy,Drama,Rob Reiner,,
436,1986,40366,17218023,17502499,24500000,15,1,1,Adventure,Drama,History,Roland Joffé,,
437,2014,13116226,47119388,84419388,50000000,3,0,1,Crime,Drama,,David Dobkin,,
438,1939,,,,,2,0,1,Drama,Romance,,Edmund Goulding,,
439,2013,552788,21506546,26474920,5000000,5,0,0,Comedy,Drama,,Nat Faxon, Jim Rash,
440,2011,39637079,186848418,543848418,125000000,3,0,0,Action,Adventure,Mystery,Guy Ritchie,,
441,1988,3840498,42039085,42039085,,0,0,0,Comedy,Crime,,Frank Oz,,
442,1968,408627,511350,511422,5500000,7,1,1,Action,Crime,Thriller,Peter Yates,,
443,1984,5088381,47951979,47951979,28000000,3,0,1,Drama,Sport,,Barry Levinson,,
444,2021,2027076,5478009,7478009,26000000,45,2,1,Biography,Drama,History,Shaka King,,
445,1982,5540470,177200000,177200271,21000000,26,1,1,Comedy,Drama,Romance,Sydney Pollack,,
446,2000,9025584,45010278,68106245,31000000,2,0,0,Crime,Drama,Mystery,Gregory Hoblit,,
447,2018,,,17325485,,0,0,0,Drama,Fantasy,Mystery,Oriol Paulo,,
448,2007,9421369,31664162,66122026,30000000,4,0,1,Drama,Music,,Kirsten Sheridan,,
449,1970,,,,1600000,11,0,1,Drama,,,Bob Rafelson,,
450,2007,233323,7161284,78638987,3400000,32,0,0,Drama,Horror,Mystery,J.A. Bayona,,
451,1963,,,742,1400000,2,0,0,Horror,,,Robert Wise,,
452,2015,74177,7857741,11430025,15000000,8,0,1,Biography,Drama,,Jay Roach,,
453,2019,8030085,22782371,78871079,16000000,0,0,0,Adventure,Comedy,Drama,Gail Mancuso,,
454,2007,7460690,19661987,22242388,20000000,0,0,0,Drama,,,Mike Binder,,
455,1979,,51718367,51718367,6000000,9,0,1,Drama,Thriller,,James Bridges,,
456,1992,52568,26126837,26341736,,32,3,1,Drama,Romance,,James Ivory,,
457,1979,,33300000,33300000,6000000,0,0,1,Crime,Drama,Thriller,Norman Jewison,,
458,1989,5032605,31906454,31906454,10000000,3,0,0,Drama,,,John G. Avildsen,,
459,2005,421446,31558003,54641191,7000000,39,0,1,Biography,Drama,History,George Clooney,,
460,2003,159705,6010990,7986084,,31,0,1,Biography,Comedy,Drama,Shari Springer Berman, Robert Pulcini,
461,2012,,32445,37687024,,0,0,0,Action,Adventure,Drama,Keishi Otomo,,
462,1971,,,5558,,18,0,1,Drama,Romance,,Luchino Visconti,,
463,1972,,,,6000000,0,0,0,Adventure,Drama,Western,Mark Rydell,,
464,1994,86072,13383747,13383747,20000000,22,1,1,Comedy,Crime,,Woody Allen,,
465,1986,,1500000,1500000,4500000,4,0,1,Drama,History,Thriller,Oliver Stone,,
466,1956,,,,1000000,0,0,1,Drama,Horror,Thriller,Mervyn LeRoy,,
467,1992,981452,2280148,2280148,12000000,0,0,0,Comedy,,,Peter Bogdanovich,,
468,1977,,102000000,,,10,1,1,Comedy,Drama,Romance,Herbert Ross,,
469,1969,,,,2000000,5,0,1,Drama,War,,Luchino Visconti,,
470,1956,,,,1200000,0,0,0,Drama,Film-Noir,,Alfred Hitchcock,,
471,2003,40515,400948,9781854,2000000,16,0,0,Drama,Romance,,Isabel Coixet,,
472,2014,841422,2722209,3396345,20000000,3,0,0,Biography,Drama,,Philippe Falardeau,,
473,1978,,9900000,9900000,4000000,0,0,0,Crime,Drama,,Ulu Grosbard, Dustin Hoffman,
474,2020,,,,,0,0,0,Animation,Action,Adventure,Ethan Spaulding,,
475,2005,66806,1712337,3601974,7000000,7,0,0,Comedy,Drama,,Liev Schreiber,,
476,2005,48023,1457843,3579902,2000000,13,0,1,Crime,Drama,Thriller,Hany Abu-Assad,,
477,2009,1412,80768,18434328,,10,0,0,Animation,Action,Adventure,Mamoru Hosoda,,
478,1987,24350,1083486,1083486,,3,0,0,Biography,Drama,Romance,David Hugh Jones,,
479,1979,,,,3000000,5,1,1,Adventure,Comedy,Romance,George Roy Hill,,
480,1981,64713,8124257,8124257,8600000,4,0,1,Crime,Drama,,Sidney Lumet,,
481,1955,,,84627,,0,0,1,Drama,History,War,Michael Anderson,,
482,1940,,,,1370000,0,0,1,Drama,Romance,,Anatole Litvak,,
483,1938,,,,1250000,5,2,1,Drama,Romance,,William Wyler,,
484,1986,25384,3272593,3272593,3000000,11,1,1,Drama,Music,,Bertrand Tavernier,,
485,2013,54596,4946445,5839368,1000000,21,1,1,Documentary,Biography,History,Morgan Neville,,
486,1994,4930,12712,12712,,0,0,0,Adventure,Drama,Family,John Roberts,,
487,1961,,,,65000,0,0,0,Crime,Drama,Thriller,Allen Baron,,
488,1959,,,,,0,0,1,Drama,,,Vincent Sherman,,
489,1974,,,,,13,0,0,Drama,Romance,,Luchino Visconti,,
490,2015,,,,3000000,3,0,0,Animation,Action,Adventure,J.G. Quintel,,
491,1926,,,,,0,0,0,Drama,Horror,Thriller,Teinosuke Kinugasa,,
492,1935,,,,,0,0,1,Adventure,Drama,Family,George Cukor,,
493,1956,,,,,0,0,0,Western,,,Budd Boetticher,,
494,1960,,,3047,,0,0,0,Crime,Drama,Western,John Ford,,
495,2010,,,12571431,4000000,6,0,0,Crime,Drama,Mystery,Yavuz Turgul,,
496,1943,,,,,0,0,0,Drama,Romance,,Vincent Sherman,,
497,2004,,,1627788,,19,0,0,Drama,Mystery,Thriller,Brad McGann,,
498,1949,,,,210000,0,0,1,Drama,Film-Noir,Thriller,Ted Tetzlaff,,
499,1939,,,,,0,0,0,Drama,,,Edmund Goulding,,
500,2014,,,864,,0,0,0,Documentary,Biography,History,Mark Hartley,,
501,2023,,,,,0,0,0,Animation,Drama,Fantasy,Mari Okada,,
502,2015,,,,,3,0,0,Documentary,Biography,,Jacob Bernstein, Nick Hooker,
503,1933,,,,290000,0,0,0,Drama,Romance,War,William A. Wellman,,
504,1940,,,205,,0,0,1,Biography,Drama,,William Dieterle,,
505,1995,,575001,,,8,0,0,Drama,Mystery,Thriller,Robert Lepage,,
506,1989,,,,,0,0,0,Action,Comedy,Drama,Sammo Kam-Bo Hung,,
507,1937,,,,,0,0,0,Comedy,,,Archie Mayo,,
508,1968,,,,,0,0,0,Comedy,,,Graeme Ferguson,,
509,2012,,,1423127,,16,0,0,Biography,Drama,,Jung-chi Chang,,
510,2002,,,,,0,0,0,Documentary,History,War,James Moll,,
511,2005,,,,,0,0,0,Documentary,,,Michael J. Sheridan,,
512,2009,,,,,0,0,0,Documentary,Biography,Comedy,Alison Byrne,,
513,1999,,,,,0,0,0,Crime,Drama,Thriller,Luciano Odorisio,,
514,2013,,,3314407,,0,0,0,Music,,,Ming-Feng Liu,,
515,2005,,,,3000000,0,0,0,Crime,Drama,,Andrea Bolognini,,
516,1930,,,,,0,0,0,Drama,Family,Western,William C. McGann,,
517,2022,,,,,0,0,0,Documentary,,,Phil Bertelsen, Bryan Gunnar Cole,
518,1928,,,,,0,0,0,Crime,Drama,Romance,Archie Mayo,,
519,1928,,,,,0,0,0,Drama,,,H. Manning Haynes,,
520,2020,9353090,58504105,365304105,205000000,49,1,1,Action,Sci-Fi,Thriller,Christopher Nolan,,
521,2017,123403419,328874981,704242551,35000000,10,0,0,Horror,,,Andy Muschietti,,
522,2004,46865412,133378256,497409852,175000000,5,0,1,Drama,,,Wolfgang Petersen,,
523,1983,8333358,61418063,61418063,15000000,0,0,0,Adventure,Comedy,,Harold Ramis,,
524,2019,14114124,31581712,72381712,45000000,9,0,0,Drama,Fantasy,Horror,Mike Flanagan,,
525,2022,31211579,151040048,288670284,85000000,85,0,1,Biography,Drama,Music,Baz Luhrmann,,
526,2016,24710273,86260045,155560045,44000000,3,0,0,Action,Thriller,,Gavin O'Connor,,
527,1981,4519706,34967437,34971136,11000000,2,0,1,Adventure,Drama,Fantasy,John Boorman,,
528,1984,12511634,153642180,153898890,11000000,8,0,0,Comedy,Fantasy,Horror,Joe Dante,,
529,2014,633456,350159020,547659020,58800000,24,1,1,Action,Biography,Drama,Clint Eastwood,,
530,1984,4325823,20192381,20284984,27000000,5,0,0,Adventure,Drama,Family,Wolfgang Petersen,,
531,2017,166564,63859435,195243464,19400000,136,4,1,Drama,Fantasy,Romance,Guillermo del Toro,,
532,1994,16363442,127190327,247290327,17000000,5,0,0,Comedy,,,Peter Farrelly, Bobby Farrelly,
533,1989,20388800,147253986,227853986,28000000,0,0,1,Action,Crime,Thriller,Richard Donner,,
534,1986,3549243,13723253,14245868,25000000,0,0,0,Adventure,Family,Fantasy,Jim Henson,,
535,2013,12765508,58236838,188133322,90000000,5,0,0,Adventure,Comedy,Drama,Ben Stiller,,
536,1985,9119111,41410568,41410568,6900000,2,0,0,Drama,Western,,Clint Eastwood,,
537,2016,40406314,102516140,322811541,40000000,4,0,0,Horror,Mystery,Thriller,James Wan,,
538,2007,9300805,52898073,153383627,50000000,34,1,1,Drama,Horror,Musical,Tim Burton,,
539,2014,204961,31424003,48428048,11000000,2,0,0,Adventure,Comedy,Drama,Jon Favreau,,
540,2012,944308,182207973,275293450,65000000,107,2,1,Biography,Drama,History,Steven Spielberg,,
541,2021,11504710,29975167,45175167,55000000,11,0,0,Drama,Musical,Romance,Jon M. Chu,,
542,2017,53003468,175936671,312336671,80000000,13,0,0,Animation,Action,Adventure,Chris McKay,,
543,1993,4625583,31181347,31181347,18000000,3,0,0,Drama,Family,Fantasy,Agnieszka Holland,,
544,2003,13087307,36906460,65565672,62000000,0,0,0,Comedy,Crime,Drama,Ridley Scott,,
545,1995,765335,2381087,2402438,2000000,0,0,0,Biography,Crime,Drama,Scott Kalvert,,
546,2002,12177488,41281092,47494916,11800000,4,0,0,Drama,Romance,,Adam Shankman,,
547,2002,367203,17844216,24675714,25000000,14,0,0,Comedy,Drama,Romance,Paul Thomas Anderson,,
548,2017,1211345,21120616,29820616,10000000,32,0,1,Biography,Comedy,Drama,James Franco,,
549,2016,4754215,14431633,19370020,9000000,8,0,0,Comedy,Drama,,Kelly Fremon Craig,,
550,2011,1190096,82584160,177243185,20000000,65,1,1,Comedy,Drama,,Alexander Payne,,
551,1992,1813559,4160851,4184990,10000000,4,0,0,Drama,Horror,Mystery,David Lynch,,
552,2013,612064,33405481,99104804,18000000,56,1,1,Comedy,Drama,Romance,Woody Allen,,
553,2005,682504,57490508,162242962,85000000,32,3,1,Drama,Romance,,Rob Marshall,,
554,1998,10218831,44547681,44547681,50000000,2,0,0,Action,Crime,Drama,F. Gary Gray,,
555,1993,74425,4104962,4104962,,2,0,0,Biography,Drama,,Michael Caton-Jones,,
556,2006,3075000,6855137,9380029,15000000,0,0,0,Action,Crime,Drama,Wayne Kramer,,
557,1945,,,,,0,0,0,Comedy,Romance,,Peter Godfrey,,
558,1953,957256,87404651,87404651,4000000,0,0,0,Animation,Adventure,Family,Clyde Geronimi, Wilfred Jackson, Hamilton Luske
559,2000,46668,34592089,66579890,80000000,3,0,0,Drama,History,Thriller,Roger Donaldson,,
560,1950,1300000,93141149,96383330,2900000,6,0,1,Animation,Family,Fantasy,Clyde Geronimi, Wilfred Jackson, Hamilton Luske
561,1988,202189,10006806,10006806,17000000,7,0,1,Drama,Romance,,Philip Kaufman,,
562,1955,2804272,93602326,93933394,4000000,2,0,0,Animation,Adventure,Comedy,Clyde Geronimi, Wilfred Jackson, Hamilton Luske
563,1987,194308,123922370,123922370,13000000,7,0,1,Biography,Comedy,Drama,Barry Levinson,,
564,2009,12442212,49200230,95714875,30000000,4,0,0,Drama,Family,,Nick Cassavetes,,
565,2009,8611147,37491364,122426792,60000000,12,0,1,Action,Adventure,Biography,Clint Eastwood,,
566,2007,74036787,183135014,536414293,75000000,5,0,0,Animation,Adventure,Comedy,David Silverman,,
567,1974,,18600000,18600000,1800000,6,1,1,Drama,Romance,,Martin Scorsese,,
568,1988,411884,13994920,13994920,,11,0,1,Biography,Drama,,Ramón Menéndez,,
569,1954,,,13672,2540000,8,1,1,Musical,Romance,Western,Stanley Donen,,
570,1989,73745,106593296,145793296,7500000,22,4,1,Comedy,Drama,Romance,Bruce Beresford,,
571,1956,,,302,4500000,5,0,0,Adventure,Drama,,John Huston,,
572,1983,23567,5895761,5974312,3000000,4,0,0,Comedy,Drama,,Bill Forsyth,,
573,1979,2206,14492,14492,,0,0,0,Crime,Drama,Romance,Philip Kaufman,,
574,2015,6084682,15789389,46152800,23000000,2,0,0,Adventure,Biography,Comedy,Dexter Fletcher,,
575,2005,6422455,18337722,25211175,35000000,5,0,1,Drama,,,Niki Caro,,
576,1997,13399,1785901,1785901,,11,0,0,Drama,,,Pedro Almodóvar,,
577,1993,81082,25842377,25842377,22000000,7,0,1,Biography,Drama,Romance,Richard Attenborough,,
578,1979,,,,9000000,0,0,0,Action,Adventure,Comedy,Arthur Hiller,,
579,1999,54628,13042112,13042112,50000000,5,0,1,Biography,Drama,,Alan Parker,,
580,1979,,,,3000000,0,0,0,Crime,Drama,,Jonathan Kaplan,,
581,1995,4719188,17381942,17381942,,2,0,0,Drama,Thriller,,Marc Rocco,,
582,1972,,,,,4,0,1,Drama,Sport,,John Huston,,
583,1997,3908725,12479335,12782749,10000000,2,0,0,Drama,Romance,,Theodore Witcher,,
584,1937,,,,1173639,4,1,1,Drama,Romance,,William A. Wellman, Jack Conway, Victor Fleming
585,1990,46663,2960492,2960492,230000,6,0,1,Comedy,Drama,Romance,Whit Stillman,,
586,1995,2164840,11079373,11079373,5500000,3,0,1,Drama,,,Gregory Nava,,
587,1933,,,1600,439000,0,0,1,Comedy,Drama,Musical,Lloyd Bacon,,
588,2015,,,18428235,10000000,5,0,0,Drama,Romance,,Fernando González Molina,,
589,1956,,2300000,,,3,0,1,Comedy,Drama,,Elia Kazan,,
590,1982,2400696,20123620,20123620,7900000,2,0,1,Comedy,Drama,,Richard Benjamin,,
591,1951,,,,,0,0,0,Action,Adventure,Drama,Raoul Walsh,,
592,2018,,,,,0,0,0,Animation,Action,Fantasy,Doug Murphy,,
593,1956,,,,3000000,5,0,1,Drama,Family,Romance,William Wyler,,
594,1991,18736,394631,394631,,0,0,0,Comedy,Drama,Romance,Nancy Savoca,,
595,2004,4158,95204,2096892,2700000,4,0,0,Comedy,Drama,Romance,Marco Kreuzpaintner,,
596,1940,,,,,0,0,1,Comedy,Romance,,Garson Kanin,,
597,2013,,,26433651,,0,0,0,Comedy,,,Gary Alazraki,,
