Index,Year,Opening Weekend Gross,US & Canada Gross,Worldwide Gross,Budget,awards,oscar wins,oscar nominated,Genre,Genre,Genre,Director 1,Director 2,Director 3
2643,1984,2632719,7828841,7828841,15000000,0,0,0,Drama,,,George Roy Hill,,
2644,2021,,,,,0,0,0,Animation,Action,Adventure,Sam Liu,,
2645,2013,,,4343816,5000000,8,0,0,Horror,Sci-Fi,Thriller,David Pastor, Àlex Pastor,
2646,2002,,,,14000000,0,0,0,Crime,Drama,,James Cox,,
2647,1968,,,,3500000,0,0,1,Family,Fantasy,Musical,Francis Ford Coppola,,
2648,1970,,,,25000000,0,0,1,Comedy,Drama,Musical,Blake Edwards,,
2649,1946,,,,,0,0,1,Biography,Drama,Musical,Michael Curtiz,,
2650,1999,5765300,15164492,24493601,25000000,0,0,0,Action,Crime,Thriller,James Foley,,
2651,1989,2847690,8125592,8125592,14500000,0,0,0,Action,Crime,Drama,John Frankenheimer,,
2652,1965,,,,4500000,2,0,1,Drama,Music,Romance,Robert Mulligan,,
2653,1993,,,,,0,0,0,Action,Comedy,Crime,Stanley Tong,,
2654,1997,803811,1568258,1568258,8000000,0,0,0,Crime,Drama,Thriller,John Irvin,,
2655,2003,,,8132397,,4,0,0,Drama,Romance,,Vicente Aranda,,
2656,1991,,25480000,,,0,0,0,Comedy,Drama,Romance,Gérard Lauzier,,
2657,1988,,,,,0,0,0,Drama,History,Thriller,Agnieszka Holland,,
2658,1995,9299,26282,26282,,0,0,0,Comedy,Drama,,James Foley,,
2659,1961,,,,,0,0,0,Adventure,Western,,Sam Peckinpah,,
2660,2005,,,3473290,,3,0,0,Action,Adventure,Fantasy,Hark Tsui,,
2661,1956,,,,60000,0,0,0,Horror,Sci-Fi,,Leslie Norman, Joseph Losey,
2662,1990,596131,1382259,1382259,,0,0,0,Comedy,Romance,,Robert Shaye,,
2663,1952,,,,1600000,0,0,0,Drama,Western,,Vincent Sherman,,
2664,1983,148208,2439705,2439705,,0,0,0,Drama,Romance,,Robert Lieberman,,
2665,2000,1611833,3440228,3548556,18000000,0,0,0,Drama,Sport,,Carlos Avila,,
2666,2017,,,45746967,,0,0,0,Action,Adventure,Comedy,Yûichi Fukuda,,
2667,1988,588869,5194491,5194491,,0,0,0,Drama,,,Robert Mulligan,,
2668,1966,,,,800000,0,0,1,Comedy,Drama,Romance,Francis Ford Coppola,,
2669,2023,,,298975,,0,0,0,Comedy,Drama,,Marta Díaz de Lope Díaz,,
2670,1969,,108042,,,0,0,0,Comedy,Western,,Burt Kennedy,,
2671,1974,,265810,,,0,0,0,Action,Drama,Thriller,Peter Collinson,,
2672,2014,,,5342108,,0,0,0,Action,Adventure,Crime,Kentarô Ohtani, Kei'ichi Sato,
2673,1961,,,,,0,0,0,Comedy,Romance,,Richard Thorpe,,
2674,1973,,,,,0,0,0,Crime,Drama,Horror,Alain Jessua,,
2675,1982,43891,199078,199078,17000000,0,0,0,Drama,,,Fred Zinnemann,,
2676,2015,,,3020097,1800000,9,0,0,Action,Comedy,Thriller,Javier Ruiz Caldera,,
2677,2018,704047,1983984,544185156,,5,0,0,Action,Comedy,Mystery,Sicheng Chen,,
2678,1982,23323,143369,143369,,0,0,0,Comedy,Crime,Drama,Caleb Deschanel,,
2679,1971,,,,,0,0,0,Adventure,Drama,War,Etienne Périer,,
2680,1965,,,,,0,0,0,Mystery,Horror,,William Conrad,,
2681,1942,,,,1060000,0,0,0,Drama,Mystery,Romance,Wesley Ruggles,,
2682,2012,,,1307807,16000000,2,0,0,Biography,Drama,History,Marie Noëlle, Peter Sehr,
2683,1946,,,,1683000,0,0,0,Comedy,Romance,,Edward Buzzell, Buster Keaton, Edward Sedgwick
2684,1973,,679839,,,0,0,0,Comedy,Romance,,Bud Yorkin,,
2685,1935,,,,,0,0,0,Crime,Mystery,Romance,Edwin L. Marin,,
2686,1949,,,,700000,0,0,0,Drama,Family,Romance,David Butler,,
2687,1972,,89592,,,0,0,0,Drama,,,Mel Stuart,,
2688,2019,,,,,0,0,0,Animation,Action,Comedy,Matt Peters,,
2689,1954,,,,1674000,0,0,0,Drama,History,Mystery,Gottfried Reinhardt,,
2690,1958,,,,,0,0,0,Adventure,Drama,,Howard W. Koch,,
2691,1969,,,,,0,0,0,Action,Drama,Horror,Sergio Garrone,,
2692,1988,7010,315421,315421,,0,0,0,Adventure,Drama,,Caleb Deschanel,,
2693,1950,,,,1477000,0,0,0,Action,Adventure,Drama,Stuart Heisler,,
2694,1952,,,,,0,0,0,Comedy,Musical,,H. Bruce Humberstone,,
2695,2016,,,11757642,,0,0,0,Crime,Horror,Thriller,Keishi Otomo,,
2696,1937,,,,513000,0,0,0,Drama,Romance,,Frank Borzage,,
2697,1929,,,,,4,1,1,Biography,Drama,History,Alfred E. Green,,
2698,1974,,,,,0,0,0,Crime,Mystery,,Georges Franju,,
2699,1958,,,,,0,0,0,Drama,War,,Rudolph Maté,,
2700,1955,,,4614,,0,0,0,Western,,,Mervyn LeRoy,,
2701,1934,,,,,0,0,0,Drama,Mystery,Romance,William Dieterle,,
2702,1952,,,,,0,0,0,Drama,,,Felix E. Feist,,
2703,1953,,,,,0,0,0,Drama,Romance,Thriller,Raoul Walsh,,
2704,1935,,,,,0,0,0,Comedy,Mystery,,Ray Enright,,
2705,1995,22910,102350,102350,,0,0,0,Drama,,,Gary Winick,,
2706,1978,,8000000,,,0,0,0,Drama,Family,Sport,Martin Ritt,,
2707,1960,,,,,0,0,0,Adventure,Drama,History,Vincent Sherman,,
2708,1937,,,,,0,0,0,Drama,,,William Dieterle,,
2709,2014,,,4211368,,0,0,0,Animation,Adventure,Comedy,Christian Ryltenius,,
2710,1932,,,,,0,0,0,Comedy,Drama,,Mervyn LeRoy,,
2711,1965,,,,,0,0,0,Mystery,Thriller,Horror,Gordon Hessler,,
2712,1961,,3500000,,,0,0,1,Drama,,,Gordon Douglas,,
2713,1939,,,,,0,0,0,Romance,Thriller,War,Terry O. Morse,,
2714,1962,,,,,0,0,0,Crime,Drama,,Walter Doniger, Crane Wilbur,
2715,1954,,,,1550000,0,0,0,Action,Adventure,Biography,Byron Haskin, Burt Lancaster,
2716,2015,,,17169501,6000000,3,0,0,Comedy,,,Julia von Heinz,,
2717,1951,,,,,0,0,1,Crime,Drama,Film-Noir,Gordon Douglas,,
2718,1931,,,,249000,0,0,0,Drama,Romance,,Archie Mayo,,
2719,1956,,,,,0,0,0,Western,,,Harmon Jones,,
2720,1937,,,,,0,0,1,Musical,Romance,,William Keighley,,
2721,1942,,,,1085000,0,0,0,Comedy,Romance,,Robert Z. Leonard,,
2722,1939,,,,,0,0,0,Comedy,Crime,Mystery,Busby Berkeley,,
2723,1941,,,,,0,0,0,Comedy,,,Lewis Seiler,,
2724,1939,,40500,,,0,0,0,Drama,,,Lloyd Bacon,,
2725,1935,,,,,0,0,0,Drama,,,Robert Florey,,
2726,1941,,,,,0,0,0,Comedy,Fantasy,Romance,D. Ross Lederman,,
2727,1934,,,,,0,0,0,Drama,History,Romance,Michael Curtiz,,
2728,2018,,,,,0,0,0,Comedy,Romance,,Tsutomu Hanabusa,,
2729,1949,,,,,0,0,0,Comedy,,,Delmer Daves,,
2730,1962,,,,,0,0,0,Drama,Thriller,,Anthony Asquith,,
2731,1940,,,,217000,0,0,0,Mystery,,,Jacques Tourneur,,
2732,1953,,,,500000,0,0,0,Crime,History,Musical,Peter Brook,,
2733,1963,,,,,0,0,0,Drama,Romance,,Richard Wilson,,
2734,1930,,,,,0,0,0,Comedy,Drama,Musical,Mervyn LeRoy,,
2735,1934,,,,,0,0,0,Drama,Romance,,Alfred E. Green,,
2736,1939,,,,,0,0,0,Mystery,,,Jacques Tourneur,,
2737,1936,,,,,0,0,0,Crime,Drama,,William C. McGann,,
2738,1935,,,,,0,0,0,Comedy,Mystery,Romance,Robert Florey,,
2739,1935,,,,703000,0,0,1,Crime,Drama,Musical,Archie Mayo, Michael Curtiz, Robert Florey
2740,1942,,,,,0,0,0,Crime,Drama,Romance,Jo Graham,,
2741,1994,,,,,2,0,0,Action,Crime,Drama,David Lai,,
2742,1952,,,,,0,0,0,Drama,Western,,Louis King,,
2743,1939,,,,,0,0,0,Comedy,Musical,Mystery,Ray Enright,,
2744,1935,,,,,0,0,0,Comedy,Family,Romance,Ray Enright,,
2745,2016,1357243,2394386,2649761,800000,0,0,0,Documentary,Family,Music,Michael John Warren,,
2746,1934,,,,167000,0,0,0,Drama,Romance,,William Keighley, William Dieterle,
2747,1930,,,,,0,0,0,Adventure,Fantasy,Musical,John Francis Dillon,,
2748,2009,,,353690,,2,0,0,Comedy,Musical,,Davide Ferrario,,
2749,1934,,,,,0,0,0,Drama,,,William Dieterle,,
2750,2019,,,7709399,,0,0,0,Drama,Romance,,Kôjirô Hashimoto,,
2751,2012,,,,,0,0,0,Comedy,,,Renji Philip,,
2752,1991,,,,,0,0,0,Action,Comedy,Crime,Alfred Cheung,,
2753,1936,,,,,0,0,0,Action,Drama,Mystery,Nick Grinde,,
2754,1939,,,,,0,0,0,Action,Comedy,Crime,William Beaudine,,
2755,1987,,,,,0,0,0,Comedy,,,Nouchka van Brakel,,
2756,1932,,,,371000,0,0,0,Drama,,,Michael Curtiz, Lloyd Bacon,
2757,1938,,,,,0,0,0,Drama,History,Romance,Michael Curtiz,,
2758,1925,,,,,0,0,0,Crime,Drama,Romance,Louis J. Gasnier,,
2759,1933,,,,,0,0,0,Action,Adventure,Comedy,Otto Brower,,
2760,1935,,,,,0,0,0,Drama,,,William Keighley,,
2761,1932,,,,223000,0,0,0,Comedy,,,Lloyd Bacon,,
2762,1933,,,,,0,0,0,Drama,Mystery,Thriller,Ray Enright,,
2763,1946,,,,,0,0,0,Crime,Drama,Music,Frederick De Cordova,,
2764,1970,,,,,0,0,0,Drama,,,Yves Allégret,,
2765,2013,,,2097204,,0,0,0,Drama,Romance,,Katsuhide Motoki,,
2766,1938,,,,,0,0,0,Comedy,Crime,,Lew Landers,,
2767,1938,,,,,0,0,0,Comedy,,,Lewis Seiler,,
2768,1931,,,,,0,0,0,Action,Comedy,Romance,Mervyn LeRoy,,
2769,2005,,,1881273,3000000,0,0,0,Comedy,,,Luca Lucini,,
2770,2006,,,760249,,0,0,0,Comedy,Crime,Thriller,Carlo A. Sigon,,
2771,1940,,,,,0,0,0,Comedy,Western,,George Amy,,
2772,2013,,,4923392,,3,0,0,Comedy,,,Rocco Papaleo,,
2773,1930,,,,179000,0,0,0,Comedy,Romance,,William A. Seiter,,
2774,1933,,,,,0,0,0,Comedy,Family,Romance,Mervyn LeRoy,,
2775,1931,,,,,0,0,0,Drama,Romance,,Archie Mayo,,
2776,1934,,,,,0,0,0,Comedy,Romance,,William Keighley,,
2777,1934,,,,,0,0,0,Comedy,Drama,Romance,Ray Enright,,
2778,1934,,,,,0,0,0,Comedy,Family,Musical,Murray Roth,,
2779,2004,,,9139342,,0,0,0,Drama,,,Gilles Legrand,,
2780,1948,,,,,0,0,0,Musical,,,James V. Kern,,
2781,1936,,,,,0,0,0,Drama,Romance,,Archie Mayo,,
2782,1939,,,,,0,0,0,Drama,,,Terry O. Morse,,
2783,1941,,,,,0,0,0,Drama,History,Romance,Walter Forde,,
2784,1931,,,,,0,0,0,Drama,Comedy,,William Beaudine,,
2785,1929,,,,,0,0,0,Comedy,Musical,,Lloyd Bacon,,
2786,1932,,,,,0,0,0,Comedy,Drama,Romance,Alfred E. Green,,
2787,1939,,,,,0,0,0,Action,Comedy,Mystery,Noel M. Smith,,
2788,2006,,,1250631,,0,0,0,Action,Adventure,Drama,Nobuyuki Takahashi,,
2789,1958,,,,,0,0,0,Crime,Drama,,Pierre Chenal,,
2790,1923,,,,,2,0,0,Drama,,,Sidney Franklin,,
2791,1993,,,,,0,0,0,Action,,,Tony Au,,
2792,2009,,,814648,,0,0,0,Drama,,,Chi-Ngai Lee,,
2793,1937,,,,,0,0,0,Drama,,,Louis King,,
2794,1929,,,,,0,0,0,Action,Adventure,Drama,F. Harmon Weight,,
2795,2000,,,,,0,0,0,Drama,,,Dana Nechushtan,,
2796,1935,,,,,0,0,0,Drama,Romance,,George Nichols Jr.,,
2797,2016,,,245293,,0,0,0,Animation,Adventure,Family,Murat Kürüz,,
2798,1994,,,,,5,0,0,Thriller,,,Mariano Barroso,,
2799,1931,,,,,0,0,0,Musical,,,Alan Crosland,,
2800,1952,,,,,0,0,0,Comedy,,,Ignacio F. Iquino,,
2801,2023,25030225,72488072,129288072,104000000,0,0,0,Action,Adventure,Sci-Fi,Angel Manuel Soto,,
2802,2019,47776293,110500138,387300138,170000000,5,0,0,Action,Adventure,Fantasy,Michael Dougherty,,
2803,2023,30111158,57638006,133838006,125000000,0,0,0,Action,Adventure,Comedy,David F. Sandberg,,
2804,2023,,,,,0,0,0,Comedy,,,Sammi Cohen,,
2805,2021,23302503,42326031,84426031,55000000,4,0,0,Action,Adventure,Fantasy,Simon McQuoid,,
2806,2014,24115934,65014513,268175631,140000000,0,0,0,Action,Adventure,Drama,Ridley Scott,,
2807,2014,24763752,83911193,196710396,40000000,3,0,0,Comedy,Romance,,Nick Cassavetes,,
2808,2011,19058199,36392502,89792502,82000000,0,0,0,Action,Adventure,Fantasy,Zack Snyder,,
2809,2021,2831382,7407200,19107200,,0,0,0,Action,Drama,Thriller,Taylor Sheridan,,
2810,2009,54173286,177243721,413106170,150000000,2,0,0,Adventure,Comedy,Family,Shawn Levy,,
2811,2002,22610437,56832494,123729176,80000000,2,0,1,Action,Adventure,Sci-Fi,Simon Wells,,
2812,2016,16628170,46009673,77068246,33000000,0,0,0,Comedy,Romance,,Jake Szymanski,,
2813,2015,33803253,90411453,111811453,40000000,0,0,0,Comedy,Crime,,Etan Cohen,,
2814,2003,37062535,116934650,207725639,80000000,5,0,0,Action,Adventure,Crime,Clark Johnson,,
2815,1972,,,,10000,0,0,0,Comedy,Crime,,John Waters,,
2816,1991,20030473,78656813,78656813,25000000,2,0,0,Action,Adventure,Comedy,Michael Pressman,,
2817,2010,2030,10035,3101465,,0,0,0,Drama,Romance,,Silvio Soldini,,
2818,1998,6447237,14594226,14594226,60000000,0,0,0,Action,Drama,Sci-Fi,Paul W.S. Anderson,,
2819,2017,20433071,59364177,123764177,70000000,0,0,0,Animation,Action,Adventure,Charlie Bean, Paul Fisher, Bob Logan
2820,1988,2037938,18869631,18869631,7500000,0,0,0,Action,Crime,Drama,Andrew Davis,,
2821,1930,,,,,0,0,0,Crime,Drama,Romance,Allan Dwan,,
2822,1993,7868829,77709806,153709806,20000000,7,0,0,Adventure,Drama,Family,Simon Wincer,,
2823,2011,5421669,14011084,30426096,20000000,0,0,0,Comedy,Romance,,Mark Mylod,,
2824,2015,55365012,162994032,325186032,74000000,0,0,0,Animation,Adventure,Comedy,Paul Tibbitt, Mike Mitchell,
2825,2017,7722802,18600152,26800152,25000000,2,0,0,Action,Comedy,Crime,Dax Shepard,,
2826,1998,3504630,9623329,9623329,,0,0,0,Action,Comedy,Thriller,Pat Proft,,
2827,2017,,,,69420,0,0,0,Comedy,Drama,War,David Michôd,,
2828,2011,18445355,68224452,187361754,55000000,0,0,0,Comedy,Family,Fantasy,Mark Waters,,
2829,1994,5438758,18272894,18272894,60000000,0,0,0,Comedy,Drama,Romance,Glenn Gordon Caron,,
2830,1993,31494,428868,428868,13000000,0,0,0,Horror,Sci-Fi,,Abel Ferrara,,
2831,2011,14789393,33047633,96560591,37000000,0,0,0,Drama,Horror,Mystery,Mikael Håfström,,
2832,1992,3151629,9011574,9011574,22000000,0,0,0,Action,Crime,Drama,Roger Donaldson,,
2833,2011,8129355,21302340,39984400,50000000,0,0,0,Drama,Mystery,Thriller,Jim Sheridan,,
2834,1988,6350974,41292551,41292551,23000000,2,0,1,Crime,Drama,Romance,Robert Towne,,
2835,2001,7160521,15749959,18720175,62000000,0,0,0,Action,Comedy,Crime,Demian Lichtenstein,,
2836,2023,351010,541633,541633,8000000,4,0,0,Biography,Drama,Sport,Martin Guigui,,
2837,2003,11200000,26736098,44350926,36000000,0,0,0,Action,Crime,Drama,F. Gary Gray,,
2838,1953,,2000000,,,0,0,0,Western,,,Felix E. Feist,,
2839,2017,969941,2716368,9200168,,0,0,0,Drama,Mystery,Romance,Roger Michell,,
2840,1992,4601954,14358033,14358033,40000000,0,0,0,Comedy,Romance,Sci-Fi,John Carpenter,,
2841,2008,17407110,60494212,64444713,30000000,0,0,0,Comedy,Romance,,Michael McCullers,,
2842,2007,,,9576495,24000000,0,0,0,Comedy,Drama,Romance,Amy Heckerling,,
2843,2008,2312146,4598506,18024545,25000000,2,0,0,Crime,Drama,Mystery,Marcel Langenegger,,
2844,2008,13418454,41850659,84375346,30000000,0,0,0,Drama,Romance,,George C. Wolfe,,
2845,1986,5472905,26285544,26285544,,0,0,0,Comedy,Sport,,Michael Ritchie,,
2846,1982,,,,1000000,0,0,0,Horror,Thriller,,Jack Sholder,,
2847,1950,,,,636000,0,0,0,Western,,,Edwin L. Marin,,
2848,2008,,,7162618,32000000,0,0,0,Adventure,Family,Fantasy,Gabor Csupo,,
2849,1999,9673080,27100031,58900031,50000000,0,0,0,Comedy,Drama,Romance,Rob Reiner,,
2850,1979,,,,9000000,0,0,1,Comedy,Drama,Romance,Robert Moore,,
2851,1997,91549,125397,125397,1000000,0,0,0,Fantasy,Horror,Mystery,Mark Pavia,,
2852,1983,6156049,28445927,28445927,19000000,0,0,0,Adventure,Drama,Romance,Brian G. Hutton,,
2853,1994,1005287,3062530,3062530,,0,0,0,Comedy,Drama,History,Michael Austin,,
2854,1984,89331,150140,150463,,3,0,0,Horror,Thriller,,Russell Mulcahy,,
2855,1996,11589,32212,32212,,0,0,0,Comedy,Thriller,,Jim Wilson,,
2856,2012,19182,610792,636399,20000000,3,0,0,Drama,,,David Chase,,
2857,2006,76817,1308696,5914908,32000000,3,0,1,Drama,Mystery,Romance,Steven Soderbergh,,
2858,2001,125523,471210,1198113,30000000,0,0,1,Drama,History,Romance,Charles Shyer,,
2859,2009,,1167,,,0,0,0,Comedy,Horror,Music,Rob Stefaniuk,,
2860,1989,1739701,19131246,19131246,22000000,0,0,1,Biography,Comedy,Drama,Ron Shelton,,
2861,1966,,,,,0,0,0,Comedy,,,Robert Ellis Miller,,
2862,1973,,480500,,,0,0,0,Action,Comedy,Crime,Buzz Kulik,,
2863,2000,,,,20000000,0,0,0,Comedy,Crime,,Pontus Löwenhielm, Patrick von Krusenstjerna,
2864,2008,,,35319632,10000000,0,0,0,Crime,Drama,Thriller,Hideo Nakata,,
2865,2019,33230,52733,60468,,0,0,0,Drama,,,Julie Delpy,,
2866,1966,,,,,0,0,0,Crime,Horror,Thriller,Hy Averback,,
2867,1953,,,,,0,0,0,Comedy,Musical,,Roy Del Ruth,,
2868,1995,6144,57100,57100,2800000,0,0,0,Animation,Adventure,Comedy,Art Clokey,,
2869,1984,2742458,26080861,26080861,15100000,0,0,0,Comedy,Romance,,Blake Edwards,,
2870,1981,,,,,0,0,0,Biography,Drama,History,Robert Guenette,,
2871,2015,,,3597444,5000000,0,0,0,Comedy,Romance,,Özcan Deniz, Reyhan Pekar,
2872,1935,,,,,0,0,0,Drama,Musical,Romance,Frank Borzage,,
2873,2017,,,5699056,6000000,2,0,0,Drama,Mystery,Thriller,Santiago Mitre,,
2874,2002,,,,,0,0,0,Comedy,,,Andrew Gurland,,
2875,1986,,4079895,4079895,10000000,0,0,1,Comedy,Drama,,Blake Edwards,,
2876,2016,,,7272904,,0,0,0,Comedy,,,Fausto Brizzi,,
2877,2018,,,30337,,2,0,0,Comedy,Horror,,Kuan-Hui Lin,,
2878,1969,,,,,0,0,0,Comedy,Drama,,Bryan Forbes,,
2879,1936,,,,,0,0,0,Mystery,,,William Clemens,,
2880,1980,150809,843215,843215,,0,0,0,Comedy,Drama,Music,Robert M. Young,,
2881,2018,,169710,12641315,,0,0,0,Animation,Adventure,Comedy,Christoph Lauenstein, Wolfgang Lauenstein, Seán McCormack
2882,1943,,,,,0,0,0,Drama,Thriller,,John Harlow,,
2883,1978,,,,,0,0,0,Drama,Romance,,Lina Wertmüller,,
2884,2006,,,283599,6000000,0,0,0,Drama,War,,Reg Traviss,,
2885,1974,,,,,0,0,0,Action,Crime,Drama,Shigehiro Ozawa,,
2886,1967,,,,,0,0,0,Drama,,,Lamont Johnson,,
2887,1964,,,,,0,0,0,Drama,,,Delmer Daves,,
2888,1977,,,,1900000,0,0,0,Action,Comedy,Drama,Richard T. Heffron,,
2889,1947,,,,,0,0,0,Comedy,Music,,Frederick De Cordova,,
2890,1936,,,,,0,0,0,Adventure,Crime,Drama,Edwin L. Marin,,
2891,1974,,93962,,,0,0,0,Action,Drama,,Charles Bail,,
2892,1958,,,,,0,0,0,Comedy,,,Val Guest,,
2893,1972,,,,,0,0,0,Comedy,Drama,Romance,Paul Williams,,
2894,2004,,,657672,,0,0,0,Drama,Romance,,Ciro Ippolito,,
2895,1931,,,,302000,0,0,0,Drama,Romance,Sport,Charles Brabin,,
2896,2000,,,94938,,0,0,0,Drama,,,Gregory Mosher,,
2897,1954,,,,,0,0,0,Comedy,Musical,Romance,Jack Donohue,,
2898,2008,,,2487992,2500000,0,0,0,Drama,Family,,Nicole van Kilsdonk,,
2899,1938,,,,,0,0,0,Comedy,Romance,,Lloyd Bacon,,
2900,1929,,,,,0,0,0,Crime,Drama,Mystery,David Burton, Nick Grinde,
2901,1956,,,,,0,0,0,Crime,Drama,Film-Noir,Frank Tuttle,,
2902,1955,,,,,0,0,0,Film-Noir,Mystery,,Edgar G. Ulmer,,
2903,1987,,,,,0,0,0,Action,Crime,,George Pan Andreas,,
2904,2010,,,5207679,,5,0,0,Biography,Drama,History,Andrucha Waddington,,
2905,1949,,1600000,,,0,0,0,Western,,,Ray Enright,,
2906,1953,,,,,0,0,0,Biography,Music,Musical,Gordon Douglas,,
2907,1951,,,,1312000,0,0,0,Comedy,Romance,,Vincent Sherman,,
2908,1998,,,,4400897,3,0,0,Adventure,Family,,Ben Sombogaart,,
2909,1952,,,,,0,0,0,Drama,Western,,Roy Rowland,,
2910,2009,,,1827749,,0,0,0,Biography,Drama,History,Gavin Millar,,
2911,1952,,,,,0,0,0,Western,,,Robert Parrish,,
2912,1936,,,,578000,0,0,0,Comedy,Fantasy,Romance,W.S. Van Dyke,,
2913,1938,,,,1300000,0,0,0,Comedy,Music,Romance,Mervyn LeRoy,,
2914,1957,,,,,0,0,0,Crime,Drama,Musical,Herbert Wilcox,,
2915,1971,,,,,0,0,0,Western,,,Juan Bosch,,
2916,1958,,,,960000,0,0,0,Comedy,Drama,Romance,Norman Taurog,,
2917,2006,,,133113,537000,0,0,0,Documentary,Action,Comedy,Jarno Laasala, Tuukka Tiensuu,
2918,2010,,,1358896,,5,0,0,Drama,Romance,,David Pinillos,,
2919,2010,,,1751180,5500000,0,0,0,Crime,Drama,Thriller,Pascal Elbé,,
2920,1942,,,,,0,0,0,Comedy,Music,War,S. Sylvan Simon,,
2921,1952,,,,,0,0,0,Adventure,Crime,Drama,Gordon Douglas,,
2922,2005,52453,52453,52453,6000000,0,0,0,Comedy,Romance,,Udayan Prasad,,
2923,1936,,,,,0,0,0,Drama,Romance,,Frank Borzage,,
2924,2017,,,248126,,0,0,0,Comedy,Crime,,Vincenzo Alfieri,,
2925,1933,,,,,0,0,0,Drama,Romance,,Alfred E. Green,,
2926,1968,,,,1500000,0,0,0,Crime,Drama,,Sheldon Reynolds,,
2927,2009,,,5231897,,0,0,0,Comedy,Sport,,Eiichirô Hasumi,,
2928,2011,,,508305,4500000,0,0,0,History,,,Chema de la Peña,,
2929,1946,,,,427000,0,0,0,Drama,Film-Noir,Thriller,Joseph Santley,,
2930,1939,,,,,0,0,0,Drama,Romance,,Ray Enright,,
2931,1937,,,,,0,0,0,Action,Comedy,Crime,Edward F. Cline,,
2932,1974,,,,,0,0,0,Animation,Adventure,Drama,Hal Sutherland,,
2933,1973,,,,,0,0,0,Western,,,Luigi Bazzoni,,
2934,2011,,,104012,,0,0,0,Drama,Romance,,Nando Olival,,
2935,1938,,,,,0,0,0,Action,Adventure,Crime,Lloyd Bacon,,
2936,1934,,,,230000,0,0,0,Drama,Romance,,Alfred E. Green, Phil Rosen,
2937,1963,,,,,0,0,0,Drama,Western,,William Conrad,,
2938,1941,,,,,0,0,1,Musical,,,Roy Del Ruth,,
2939,1934,,,,,0,0,0,Drama,,,William Keighley,,
2940,1957,,,,,0,0,0,Drama,Romance,,John H. Auer,,
2941,1940,,,,,0,0,0,Action,Crime,Drama,Jack Hively,,
2942,1950,,,,,0,0,0,Drama,Romance,,Bretaigne Windust,,
2943,1956,,2000000,,,0,0,0,Adventure,Romance,,Gordon Douglas,,
2944,1939,,,,,0,0,0,Comedy,Crime,Drama,William C. McGann, Michael Curtiz,
2945,1941,,,,,0,0,0,Comedy,,,Ray Enright,,
2946,2017,,,371762,,0,0,0,Comedy,Drama,Romance,Francesca Comencini,,
2947,1937,,,,,0,0,0,Adventure,Drama,War,John Farrow,,
2948,2018,,,,,0,0,0,Crime,Drama,Sport,Timon Modersohn,,
2949,2006,,,215383,,0,0,0,Comedy,,,Massimo Cappelli,,
2950,1936,,,,,0,0,0,Comedy,Drama,,William C. McGann,,
2951,1941,,,,,0,0,0,Comedy,Romance,,Lloyd Bacon,,
2952,2013,,,737124,,2,0,0,Comedy,Drama,,Rolando Ravello,,
2953,1946,,,,,0,0,0,Comedy,Romance,,Vincent Sherman,,
2954,1950,,,,,0,0,0,Western,,,Peter Godfrey,,
2955,1948,,,,,0,0,0,Adventure,Drama,Romance,William Beaudine,,
2956,1934,,,,,0,0,0,Drama,,,Michael Curtiz,,
2957,1954,,1400000,,,0,0,0,Western,,,Michael Curtiz,,
2958,1934,,,,,0,0,0,Drama,,,William Keighley,,
2959,1932,,,,,0,0,0,Drama,Romance,,Archie Mayo,,
2960,1943,,,,81000,0,0,0,Comedy,Crime,Drama,D. Ross Lederman,,
2961,1939,,,,,0,0,0,Drama,Romance,,Lloyd Bacon,,
2962,1962,,,,,0,0,0,Comedy,,,Lucio Fulci,,
2963,2007,,,3798840,,0,0,0,Action,Crime,Drama,Alejandro Lozano,,
2964,1957,,,,,0,0,0,Crime,Drama,,Montgomery Tully,,
2965,1949,,,,200000,0,0,0,Comedy,Crime,Drama,Richard L. Bare,,
2966,1929,,,,,0,0,0,Crime,Drama,Romance,William A. Seiter,,
2967,1998,,,,,0,0,0,Comedy,Romance,,Antonio del Real,,
2968,1948,,,,,0,0,0,Comedy,,,Frederick De Cordova,,
2969,1942,,,,,0,0,0,Western,,,Ray Enright,,
2970,1932,,,,,0,0,0,Comedy,Mystery,Thriller,Lloyd Bacon,,
2971,2011,,,,,0,0,0,Comedy,Drama,,Srikanth Velagaleti,,
2972,1937,,,,,0,0,0,Comedy,Romance,,William Clemens,,
2973,1940,,,,212000,0,0,0,Comedy,Drama,Mystery,George B. Seitz,,
2974,1938,,,,,0,0,0,Comedy,Drama,,Arthur Lubin,,
2975,2010,,,,,0,0,0,Animation,,,Jyotin Goel,,
2976,1932,,,,,0,0,0,Drama,,,Roy Del Ruth,,
2977,1940,,,,,0,0,0,Action,Drama,Western,Ray Enright,,
2978,1946,,,,,0,0,0,Comedy,,,William Beaudine,,
2979,1935,,,,,0,0,0,Musical,,,Alfred E. Green,,
2980,1936,,,,,0,0,0,Adventure,Comedy,Drama,Nick Grinde,,
2981,1932,,,,,0,0,0,Drama,Mystery,Romance,Archie Mayo,,
2982,1936,,,,,0,0,0,Comedy,Romance,,Ray Enright,,
2983,1982,,,,,0,0,0,Drama,Thriller,,Michael Lindsay-Hogg,,
2984,1942,,,,,0,0,0,Drama,,,B. Reeves Eason,,
2985,1942,,,,91000,0,0,0,Drama,Thriller,,Benjamin Stoloff,,
